,nature,type,id,description,cwe_counts,repos
169,MemberOf,category,1402,Comprehensive Categorization: Encryption,234,"['ray', 'litellm', 'open-webui', 'fastapi', 'danswerai', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'ray', 'catboost', 'langflow', 'mlflow', 'feast', 'determined', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit']"
170,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,72,"['PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'tensorflow', 'mindsdb', 'DI-engine', 'nut', 'lightly', 'catboost', 'rasa', 'shogun', 'pytorch', 'gensim', 'transformers', 'python-timbl']"
171,MemberOf,category,1404,Comprehensive Categorization: File Handling,135,"['PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
172,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,117,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
173,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,19,"['PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch']"
174,MemberOf,category,1409,Comprehensive Categorization: Injection,65,"['PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'open-webui', 'cornac', 'open-webui', 'cornac', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
175,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,8,"['mindsdb', 'evidently', 'caffe', 'xcessiv', 'bokeh', 'face_recognition', 'CompreFace']"
176,MemberOf,category,1415,Comprehensive Categorization: Resource Control,3,"['superset', 'mars', 'ray']"
177,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,69,"['ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
178,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,518,"['pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim', 'mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai', 'mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai', 'mindsdb', 'evidently', 'caffe', 'xcessiv', 'bokeh', 'face_recognition', 'CompreFace', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'DI-engine', 'ray', 'catboost', 'litellm', 'open-webui', 'bokeh', 'mlflow', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim']"
179,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,238,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim', 'open-webui', 'cornac', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
180,MemberOf,view,884,CWE Cross-section,509,"['PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'mindsdb', 'ray', 'catboost', 'deepface', 'ColossalAI', 'litellm', 'open-webui', 'machine-learning', 'superset', 'evidently', 'pytorch', 'joliGEN', 'DIGITS', 'blaze', 'danswerai', 'face_recognition', 'superset', 'DIGITS', 'open-webui', 'cornac', 'open-webui', 'cornac', 'superset', 'mars', 'ray', 'catboost', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
181,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,254,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'catboost', 'deepface', 'open-webui', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'mindsdb', 'ray', 'catboost', 'litellm', 'couler', 'determined', 'streamlit', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
182,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,282,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim', 'open-webui', 'cornac', 'superset', 'mars', 'ray', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'catboost', 'ray', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
183,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,248,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim', 'superset', 'mars', 'ray', 'mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
184,MemberOf,view,1340,CISQ Data Protection Measures,264,"['PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'superset', 'mars', 'ray', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim', 'mindsdb', 'DI-engine', 'ray', 'catboost', 'litellm', 'langflow', 'open-webui', 'bokeh', 'mlflow', 'feast', 'cortex', 'typer', 'xgboost', 'determined', 'streamlit', 'aim']"
185,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,276,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim', 'open-webui', 'cornac', 'superset', 'mars', 'ray', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
186,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,227,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'open-webui', 'cornac', 'superset', 'mars', 'ray', 'mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
187,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,192,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'open-webui', 'cornac', 'superset', 'mars', 'ray', 'mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
188,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,286,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'deepface', 'machine-learning', 'mlflow', 'cornac', 'pytorch', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'pyss3', 'pytorch_geometric', 'gan', 'ray', 'catboost', 'ColossalAI', 'sinabs', 'bokeh', 'mlflow', 'feast', 'bentoml', 'LightGBM', 'detectron2', 'spaCy', 'determined', 'pytorch-lightning', 'pytorch', 'aim', 'open-webui', 'cornac', 'superset', 'mars', 'ray', 'mindsdb', 'deepface', 'open-webui', 'machine-learning', 'cortex', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'ray', 'deeplake', 'catboost', 'litellm', 'langflow', 'open-webui', 'scikit-learn-intelex', 'numpy', 'transformers', 'DIGITS', 'danswerai', 'streamlit', 'gensim']"
189,ParentOf,base,15,External Control of System or Configuration Setting,117,"['spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai', 'spammy', 'mindsdb', 'pytensor', 'catboost', 'ViZDoom', 'rasa', 'pattern', 'AutoViz', 'numpy', 'nalp', 'pytorch', 'Auto_ViML', 'danswerai']"
190,ParentOf,base,23,Relative Path Traversal,135,"['PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim', 'PyTorchCV', 'mindsdb', 'litellm', 'deepface', 'open-webui', 'xcessiv', 'mlflow', 'joliGEN', 'DIGITS', 'pytorch-lightning', 'danswerai', 'streamlit', 'aim']"
