,type,id,description,cwe_counts,repos
153,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,356,"['ray', 'catboost', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
154,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
155,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,78,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
156,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),14,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
157,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,3,"['ray', 'superset', 'mars']"
158,category,1131,CISQ Quality Measures (2016) - Security,128,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
159,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),19,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
160,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),322,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'streamlit', 'aim', 'catboost', 'typer', 'lightly', 'transformers', 'nut', 'rasa', 'pytorch', 'DI-engine', 'python-timbl', 'mindsdb', 'tensorflow', 'shogun', 'gensim', 'catboost']"
161,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),38,"['ray', 'superset', 'mars', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
162,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),59,"['ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
163,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
164,category,1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),27,"['lightly', 'transformers', 'nut', 'rasa', 'pytorch', 'DI-engine', 'python-timbl', 'mindsdb', 'tensorflow', 'shogun', 'gensim', 'catboost']"
165,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),24,"['couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
166,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),67,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'open-webui', 'cornac', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
167,category,1211,Authentication Errors,6,"['ray', 'catboost']"
168,category,1219,File Handling Issues,45,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
169,category,1226,Complexity Issues,34,"['ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
170,category,1308,CISQ Quality Measures - Security,107,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'ray', 'superset', 'mars', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
171,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,431,"['ray', 'open-webui', 'danswerai', 'litellm', 'fastapi', 'determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'face_recognition', 'DIGITS', 'superset', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'lightly', 'transformers', 'nut', 'rasa', 'pytorch', 'DI-engine', 'python-timbl', 'mindsdb', 'tensorflow', 'shogun', 'gensim', 'catboost']"
172,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,48,"['couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
173,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,201,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'open-webui', 'cornac', 'open-webui', 'cornac', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
174,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,280,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
175,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,39,"['ray', 'open-webui', 'danswerai', 'litellm', 'fastapi', 'ray', 'open-webui', 'danswerai', 'litellm', 'fastapi', 'determined', 'mlflow', 'ray', 'mindsdb', 'langflow', 'catboost', 'feast']"
176,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,6,"['ray', 'catboost']"
177,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,3,"['ray', 'superset', 'mars']"
178,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,138,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'streamlit', 'aim', 'catboost', 'typer']"
179,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),10,"['open-webui', 'danswerai', 'cortex', 'mindsdb', 'deepface', 'machine-learning']"
180,category,1366,ICS Communications: Frail Security in Protocols,208,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'lightly', 'transformers', 'nut', 'rasa', 'pytorch', 'DI-engine', 'python-timbl', 'mindsdb', 'tensorflow', 'shogun', 'gensim', 'catboost']"
181,category,1368,ICS Dependencies (& Architecture): External Digital Systems,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
182,category,1371,ICS Supply Chain: Poorly Documented or Undocumented Features,8,"['CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition']"
183,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,133,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'face_recognition', 'DIGITS', 'superset', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'ray', 'catboost']"
184,category,1396,Comprehensive Categorization: Access Control,46,"['ray', 'open-webui', 'danswerai', 'litellm', 'fastapi', 'ray', 'open-webui', 'danswerai', 'litellm', 'fastapi', 'face_recognition', 'DIGITS', 'superset', 'open-webui', 'danswerai', 'cortex', 'mindsdb', 'deepface', 'machine-learning', 'ray', 'catboost']"
185,category,1397,Comprehensive Categorization: Comparison,4,"['catboost', 'catboost']"
186,category,1402,Comprehensive Categorization: Encryption,234,"['ray', 'open-webui', 'danswerai', 'litellm', 'fastapi', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'mindsdb', 'langflow', 'catboost', 'feast', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
187,category,1403,Comprehensive Categorization: Exposed Resource,72,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'lightly', 'transformers', 'nut', 'rasa', 'pytorch', 'DI-engine', 'python-timbl', 'mindsdb', 'tensorflow', 'shogun', 'gensim', 'catboost']"
188,category,1404,Comprehensive Categorization: File Handling,135,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
189,category,1406,Comprehensive Categorization: Improper Input Validation,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
190,category,1407,Comprehensive Categorization: Improper Neutralization,19,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
191,category,1409,Comprehensive Categorization: Injection,65,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'open-webui', 'cornac', 'open-webui', 'cornac', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
192,category,1412,Comprehensive Categorization: Poor Coding Practices,8,"['CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition']"
193,category,1415,Comprehensive Categorization: Resource Control,3,"['ray', 'superset', 'mars']"
194,category,1416,Comprehensive Categorization: Resource Lifecycle Management,69,"['ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
195,category,1417,Comprehensive Categorization: Sensitive Information Exposure,518,"['determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'CompreFace', 'bokeh', 'caffe', 'mindsdb', 'evidently', 'xcessiv', 'face_recognition', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'streamlit', 'aim', 'catboost', 'typer']"
196,class,20,Improper Input Validation,90,"['mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN']"
197,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),215,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'open-webui', 'cornac', 'open-webui', 'cornac', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
198,class,114,Process Control,162,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
